f,k,variation
0.008,0.0558,1.278431372549015
0.008,0.056,2.003921568627444
0.008,0.0563,1.6627450980392098
0.008,0.0565,1.3647058823529363
0.008,0.0568,1.411764705882348
0.008,0.057,1.984313725490189
0.008,0.0573,1.3333333333333286
0.008,0.0575,1.4431372549019557
0.008,0.0578,1.4588235294117595
0.008,0.058,1.4745098039215634
0.008,0.0583,2.333333333333325
0.008,0.0585,1.3568627450980344
0.008,0.0588,1.4431372549019557
0.008,0.059,1.2313725490196035
0.008,0.0593,1.2392156862745054
0.008,0.0595,1.278431372549015
0.008,0.0598,1.3764705882352892
0.008,0.06,1.3333333333333286
0.008,0.0602,1.294117647058819
0.008,0.0605,1.3686274509803873
0.008,0.0607,1.294117647058819
0.008,0.061,1.3098039215686228
0.008,0.0612,1.529411764705877
0.008,0.0615,1.976470588235287
0.008,0.0617,2.317647058823521
0.008,0.062,1.9607843137254832
0.008,0.0622,1.3803921568627402
0.008,0.0625,2.3999999999999915
0.008,0.0628,1.3254901960784267
0.008,0.063,1.3176470588235247
0.008,0.0633,1.7803921568627388
0.008,0.0635,1.5843137254901904
0.008,0.0638,1.1999999999999957
0.008,0.064,1.2470588235294073
0.008,0.0643,2.105882352941169
0.008,0.0645,1.2627450980392112
0.008,0.0648,1.7058823529411704
0.008,0.065,1.3411764705882305
0.008,0.0653,1.2313725490196035
0.008,0.0655,1.286274509803917
0.008,0.0658,2.007843137254895
0.008,0.066,1.2078431372548977
0.008,0.0663,1.2549019607843093
0.008,0.0665,1.4274509803921518
0.008,0.0668,1.3019607843137209
0.008,0.067,1.3019607843137209
0.008,0.0673,1.3411764705882305
0.008,0.0675,1.3803921568627402
0.008,0.0678,1.529411764705877
0.008,0.068,2.450980392156854
0.008,0.0683,1.6784313725490136
0.008,0.0685,1.3803921568627402
0.008,0.0688,1.2627450980392112
0.008,0.069,1.1921568627450938
0.008,0.0693,1.286274509803917
0.008,0.0695,1.294117647058819
0.008,0.0698,2.3647058823529328
0.0085,0.04,1.7372549019607781
0.0085,0.0403,1.5411764705882298
0.0085,0.0405,1.5411764705882298
0.0085,0.0408,1.3176470588235247
0.0085,0.041,1.5921568627450924
0.0085,0.0413,1.3686274509803873
0.0085,0.0415,2.0156862745097968
0.0085,0.0418,1.9215686274509736
0.0085,0.042,1.4666666666666615
0.0085,0.0423,1.4666666666666615
0.0085,0.0425,1.5568627450980337
0.0085,0.0428,2.007843137254895
0.0085,0.043,1.403921568627446
0.0085,0.0433,1.278431372549015
0.0085,0.0435,1.3098039215686228
0.0085,0.0438,1.4235294117647008
0.0085,0.044,1.639215686274504
0.0085,0.0442,0.0
0.0085,0.0445,534.6823529411764
0.0085,0.0447,679.7882352941176
0.0085,0.045,495.74901960784314
0.0085,0.0452,764.1058823529411
0.0085,0.0455,841.4274509803921
0.0085,0.0457,558.4666666666667
0.0085,0.046,652.164705882353
0.0085,0.0462,614.6509803921568
0.0085,0.0465,501.7803921568627
0.0085,0.0467,607.1294117647059
0.0085,0.047,632.7764705882353
0.0085,0.0473,469.83529411764704
0.0085,0.0475,623.4509803921568
0.0085,0.0478,655.7450980392157
0.0085,0.048,549.6745098039216
0.0085,0.0483,638.6235294117647
0.0085,0.0485,578.9921568627451
0.0085,0.0488,590.0392156862745
0.0085,0.049,593.1137254901961
0.0085,0.0493,618.0078431372549
0.0085,0.0495,459.0666666666666
0.0085,0.0498,1.7764705882352878
0.0085,0.05,3.9254901960784174
0.0085,0.0503,1.3176470588235247
0.0085,0.0505,1.4980392156862692
0.0085,0.0508,1.3411764705882305
0.0085,0.051,1.411764705882348
0.0085,0.0513,1.290196078431368
0.0085,0.0515,1.2392156862745054
0.0085,0.0518,2.450980392156854
0.0085,0.052,2.082352941176463
0.0085,0.0522,1.3803921568627402
0.0085,0.0525,1.290196078431368
0.0085,0.0527,2.2588235294117567
0.0085,0.053,1.3098039215686228
0.0085,0.0532,1.3137254901960738
0.0085,0.0535,2.196078431372541
0.0085,0.0537,1.7725490196078368
0.0085,0.054,2.0666666666666593
0.0085,0.0542,1.2705882352941131
0.0085,0.0545,2.196078431372541
0.0085,0.0548,2.121568627450973
0.0085,0.055,1.3490196078431325
0.0085,0.0553,1.3725490196078383
0.0085,0.0555,2.2901960784313644
0.0085,0.0558,1.286274509803917
0.0085,0.056,1.278431372549015
0.0085,0.0563,1.643137254901955
0.0085,0.0565,1.4588235294117595
0.0085,0.0568,1.2705882352941131
0.0085,0.057,1.6156862745097982
0.0085,0.0573,1.8392156862745033
0.0085,0.0575,1.3098039215686228
0.0085,0.0578,1.8980392156862678
0.0085,0.058,1.2235294117647015
0.0085,0.0583,1.3019607843137209
0.0085,0.0585,1.3647058823529363
0.0085,0.0588,1.8431372549019542
0.0085,0.059,2.3019607843137173
0.0085,0.0593,2.219607843137247
0.0085,0.0595,1.2470588235294073
0.0085,0.0598,1.3686274509803873
0.0085,0.06,1.9372549019607774
0.0085,0.0602,1.6078431372548962
0.0085,0.0605,2.0431372549019535
0.0085,0.0607,2.2549019607843057
0.0085,0.061,1.3882352941176421
0.0085,0.0612,2.0666666666666593
0.0085,0.0615,1.278431372549015
0.0085,0.0617,1.2392156862745054
0.0085,0.062,1.2392156862745054
0.0085,0.0622,1.294117647058819
0.0085,0.0625,2.686274509803912
0.0085,0.0628,1.3019607843137209
0.0085,0.063,1.8509803921568562
0.0085,0.0633,1.4431372549019557
0.0085,0.0635,1.278431372549015
0.0085,0.0638,1.411764705882348
0.0085,0.064,1.4823529411764653
0.0085,0.0643,1.3490196078431325
0.0085,0.0645,1.4196078431372499
0.0085,0.0648,1.2235294117647015
0.0085,0.065,1.2549019607843093
0.0085,0.0653,1.3490196078431325
0.0085,0.0655,1.3254901960784267
0.0085,0.0658,2.337254901960776
0.0085,0.066,1.286274509803917
0.0085,0.0663,2.0549019607843064
0.0085,0.0665,1.4352941176470537
0.0085,0.0668,1.3568627450980344
0.0085,0.067,1.2549019607843093
0.0085,0.0673,1.278431372549015
0.0085,0.0675,1.286274509803917
0.0085,0.0678,1.513725490196073
0.0085,0.068,2.0784313725490122
0.0085,0.0683,1.5803921568627395
0.0085,0.0685,2.1607843137254825
0.0085,0.0688,2.4039215686274424
0.0085,0.069,1.2549019607843093
0.0085,0.0693,2.3803921568627366
0.0085,0.0695,1.3568627450980344
0.0085,0.0698,1.992156862745091
0.009,0.04,1.5803921568627395
0.009,0.0403,1.643137254901955
0.009,0.0405,1.4235294117647008
0.009,0.0408,1.4784313725490144
0.009,0.041,1.764705882352935
0.009,0.0413,1.3490196078431325
0.009,0.0415,1.290196078431368
0.009,0.0418,2.0313725490196006
0.009,0.042,1.396078431372544
0.009,0.0423,1.403921568627446
0.009,0.0425,1.3882352941176421
0.009,0.0428,1.5529411764705827
0.009,0.043,1.3725490196078383
0.009,0.0433,1.4862745098039163
0.009,0.0435,1.3882352941176421
0.009,0.0438,1.4196078431372499
0.009,0.044,1.3529411764705834
0.009,0.0442,1.2627450980392112
0.009,0.0445,1.294117647058819
0.009,0.0447,1.3254901960784267
0.009,0.045,616.2039215686274
0.009,0.0452,648.9725490196078
0.009,0.0455,584.8745098039216
0.009,0.0457,536.0588235294117
0.009,0.046,821.4588235294118
0.009,0.0462,603.5019607843137
0.009,0.0465,664.0549019607843
0.009,0.0467,774.8039215686274
0.009,0.047,796.2666666666667
0.009,0.0473,653.5137254901961
0.009,0.0475,733.1686274509804
0.009,0.0478,588.0980392156863
0.009,0.048,641.7294117647059
0.009,0.0483,555.4156862745099
0.009,0.0485,679.2901960784313
0.009,0.0488,660.9019607843137
0.009,0.049,655.9843137254902
0.009,0.0493,503.8941176470588
0.009,0.0495,574.2509803921569
0.009,0.0498,578.1607843137256
0.009,0.05,459.6823529411764
0.009,0.0503,1.29803921568627
0.009,0.0505,6.705882352941153
0.009,0.0508,0.0
0.009,0.051,1.396078431372544
0.009,0.0513,1.3882352941176421
0.009,0.0515,1.7882352941176407
0.009,0.0518,2.247058823529404
0.009,0.052,1.4392156862745047
0.009,0.0522,1.168627450980388
0.009,0.0525,1.3450980392156815
0.009,0.0527,1.3647058823529363
0.009,0.053,1.639215686274504
0.009,0.0532,1.3176470588235247
0.009,0.0535,1.647058823529406
0.009,0.0537,1.2705882352941131
0.009,0.054,1.411764705882348
0.009,0.0542,2.0627450980392084
0.009,0.0545,1.4196078431372499
0.009,0.0548,1.411764705882348
0.009,0.055,1.4196078431372499
0.009,0.0553,1.4588235294117595
0.009,0.0555,1.3411764705882305
0.009,0.0558,1.396078431372544
0.009,0.056,1.3254901960784267
0.009,0.0563,1.529411764705877
0.009,0.0565,1.3725490196078383
0.009,0.0568,1.756862745098033
0.009,0.057,1.627450980392151
0.009,0.0573,1.4705882352941124
0.009,0.0575,1.2470588235294073
0.009,0.0578,1.7098039215686214
0.009,0.058,1.521568627450975
0.009,0.0583,1.2235294117647015
0.009,0.0585,1.278431372549015
0.009,0.0588,1.294117647058819
0.009,0.059,1.5764705882352885
0.009,0.0593,1.976470588235287
0.009,0.0595,1.3882352941176421
0.009,0.0598,1.3647058823529363
0.009,0.06,1.8078431372548955
0.009,0.0602,1.403921568627446
0.009,0.0605,1.3725490196078383
0.009,0.0607,1.3098039215686228
0.009,0.061,1.6078431372548962
0.009,0.0612,1.3725490196078383
0.009,0.0615,2.203921568627443
0.009,0.0617,1.5843137254901904
0.009,0.062,1.411764705882348
0.009,0.0622,1.521568627450975
0.009,0.0625,1.396078431372544
0.009,0.0628,1.3725490196078383
0.009,0.063,1.3568627450980344
0.009,0.0633,1.5058823529411711
0.009,0.0635,1.3411764705882305
0.009,0.0638,1.4431372549019557
0.009,0.064,1.4509803921568576
0.009,0.0643,1.3411764705882305
0.009,0.0645,1.286274509803917
0.009,0.0648,1.3882352941176421
0.009,0.065,1.3333333333333286
0.009,0.0653,1.3725490196078383
0.009,0.0655,1.411764705882348
0.009,0.0658,1.294117647058819
0.009,0.066,1.4196078431372499
0.009,0.0663,1.2705882352941131
0.009,0.0665,1.3019607843137209
0.009,0.0668,1.399999999999995
0.009,0.067,2.317647058823521
0.009,0.0673,2.43529411764705
0.009,0.0675,1.4509803921568576
0.009,0.0678,1.4980392156862692
0.009,0.068,2.0784313725490122
0.009,0.0683,1.3019607843137209
0.009,0.0685,1.4627450980392105
0.009,0.0688,1.5607843137254847
0.009,0.069,1.3607843137254854
0.009,0.0693,1.741176470588229
0.009,0.0695,1.3333333333333286
0.009,0.0698,1.3882352941176421
0.0095,0.04,1.8313725490196013
0.0095,0.0403,2.6274509803921475
0.0095,0.0405,1.4666666666666615
0.0095,0.0408,1.7098039215686214
0.0095,0.041,2.2705882352941096
0.0095,0.0413,1.3411764705882305
0.0095,0.0415,2.3843137254901876
0.0095,0.0418,1.4235294117647008
0.0095,0.042,2.6627450980392062
0.0095,0.0423,1.2549019607843093
0.0095,0.0425,2.356862745098031
0.0095,0.0428,1.3411764705882305
0.0095,0.043,1.3098039215686228
0.0095,0.0433,1.3058823529411718
0.0095,0.0435,1.4784313725490144
0.0095,0.0438,1.2313725490196035
0.0095,0.044,2.5098039215686185
0.0095,0.0442,1.6901960784313665
0.0095,0.0445,1.286274509803917
0.0095,0.0447,1.2156862745097996
0.0095,0.045,1.2235294117647015
0.0095,0.0452,204.71764705882353
0.0095,0.0455,712.0588235294117
0.0095,0.0457,641.8509803921569
0.0095,0.046,713.5333333333333
0.0095,0.0462,552.5764705882352
0.0095,0.0465,558.4
0.0095,0.0467,685.070588235294
0.0095,0.047,726.3764705882353
0.0095,0.0473,633.0705882352942
0.0095,0.0475,736.6235294117646
0.0095,0.0478,706.9607843137255
0.0095,0.048,587.478431372549
0.0095,0.0483,443.7647058823529
0.0095,0.0485,694.2823529411764
0.0095,0.0488,784.8
0.0095,0.049,656.5254901960784
0.0095,0.0493,661.9843137254902
0.0095,0.0495,652.8901960784314
0.0095,0.0498,552.0823529411764
0.0095,0.05,569.4235294117648
0.0095,0.0503,523.2470588235294
0.0095,0.0505,734.5803921568628
0.0095,0.0508,4.188235294117632
0.0095,0.051,1.6705882352941117
0.0095,0.0513,318.1372549019608
0.0095,0.0515,168.79607843137256
0.0095,0.0518,1.4588235294117595
0.0095,0.052,1.858823529411758
0.0095,0.0522,1.7058823529411704
0.0095,0.0525,1.4196078431372499
0.0095,0.0527,1.3647058823529363
0.0095,0.053,1.2705882352941131
0.0095,0.0532,1.3411764705882305
0.0095,0.0535,1.403921568627446
0.0095,0.0537,1.4352941176470537
0.0095,0.054,1.2549019607843093
0.0095,0.0542,1.4980392156862692
0.0095,0.0545,2.3098039215686192
0.0095,0.0548,1.4980392156862692
0.0095,0.055,1.3254901960784267
0.0095,0.0553,1.3254901960784267
0.0095,0.0555,1.3411764705882305
0.0095,0.0558,1.396078431372544
0.0095,0.056,1.8235294117646994
0.0095,0.0563,1.294117647058819
0.0095,0.0565,1.3411764705882305
0.0095,0.0568,1.3647058823529363
0.0095,0.057,1.294117647058819
0.0095,0.0573,1.3411764705882305
0.0095,0.0575,1.4509803921568576
0.0095,0.0578,1.9647058823529342
0.0095,0.058,1.3568627450980344
0.0095,0.0583,1.411764705882348
0.0095,0.0585,1.4196078431372499
0.0095,0.0588,1.3490196078431325
0.0095,0.059,1.4588235294117595
0.0095,0.0593,1.5333333333333279
0.0095,0.0595,1.9333333333333265
0.0095,0.0598,1.3529411764705834
0.0095,0.06,1.2549019607843093
0.0095,0.0602,1.286274509803917
0.0095,0.0605,1.3411764705882305
0.0095,0.0607,1.3098039215686228
0.0095,0.061,1.2549019607843093
0.0095,0.0612,1.4509803921568576
0.0095,0.0615,1.3411764705882305
0.0095,0.0617,1.3490196078431325
0.0095,0.062,1.3882352941176421
0.0095,0.0622,1.3019607843137209
0.0095,0.0625,1.396078431372544
0.0095,0.0628,1.282352941176466
0.0095,0.063,1.2627450980392112
0.0095,0.0633,1.4823529411764653
0.0095,0.0635,1.3098039215686228
0.0095,0.0638,1.5450980392156808
0.0095,0.064,1.5843137254901904
0.0095,0.0643,1.4274509803921518
0.0095,0.0645,1.3647058823529363
0.0095,0.0648,1.396078431372544
0.0095,0.065,1.4588235294117595
0.0095,0.0653,1.529411764705877
0.0095,0.0655,1.6156862745097982
0.0095,0.0658,1.2470588235294073
0.0095,0.066,1.294117647058819
0.0095,0.0663,1.3803921568627402
0.0095,0.0665,1.2627450980392112
0.0095,0.0668,2.478431372549011
0.0095,0.067,1.3647058823529363
0.0095,0.0673,1.294117647058819
0.0095,0.0675,1.4352941176470537
0.0095,0.0678,1.4823529411764653
0.0095,0.068,1.7803921568627388
0.0095,0.0683,1.513725490196073
0.0095,0.0685,1.3176470588235247
0.0095,0.0688,1.2313725490196035
0.0095,0.069,1.278431372549015
0.0095,0.0693,1.4274509803921518
0.0095,0.0695,2.2784313725490115
0.0095,0.0698,1.4431372549019557
0.01,0.04,1.2588235294117602
0.01,0.0403,1.3803921568627402
0.01,0.0405,1.29803921568627
0.01,0.0408,1.3294117647058776
0.01,0.041,1.399999999999995
0.01,0.0413,1.5372549019607789
0.01,0.0415,1.286274509803917
0.01,0.0418,1.3803921568627402
0.01,0.042,2.10980392156862
0.01,0.0423,1.5686274509803866
0.01,0.0425,1.5803921568627395
0.01,0.0428,1.3607843137254854
0.01,0.043,3.3333333333333215
0.01,0.0433,1.3333333333333286
0.01,0.0435,2.3921568627450895
0.01,0.0438,1.5450980392156808
0.01,0.044,2.0705882352941103
0.01,0.0442,1.3098039215686228
0.01,0.0445,1.3450980392156815
0.01,0.0447,1.5058823529411711
0.01,0.045,2.1568627450980316
0.01,0.0452,1.2666666666666622
0.01,0.0455,103.50588235294117
0.01,0.0457,665.4156862745099
0.01,0.046,666.9176470588236
0.01,0.0462,757.3294117647058
0.01,0.0465,639.878431372549
0.01,0.0467,584.3921568627451
0.01,0.047,825.3882352941177
0.01,0.0473,738.0039215686274
0.01,0.0475,775.9686274509804
0.01,0.0478,780.9490196078431
0.01,0.048,835.2745098039215
0.01,0.0483,720.0784313725491
0.01,0.0485,577.0627450980392
0.01,0.0488,555.4980392156863
0.01,0.049,834.035294117647
0.01,0.0493,753.9450980392157
0.01,0.0495,788.5450980392156
0.01,0.0498,829.0078431372549
0.01,0.05,740.8078431372548
0.01,0.0503,751.4745098039216
0.01,0.0505,473.38039215686274
0.01,0.0508,495.21568627450984
0.01,0.051,679.7176470588236
0.01,0.0513,285.20392156862744
0.01,0.0515,2.7764705882352843
0.01,0.0518,284.92549019607844
0.01,0.052,36.529411764705884
0.01,0.0522,1.3215686274509757
0.01,0.0525,1.3098039215686228
0.01,0.0527,2.8588235294117545
0.01,0.053,1.3137254901960738
0.01,0.0532,2.8745098039215584
0.01,0.0535,1.5450980392156808
0.01,0.0537,1.3803921568627402
0.01,0.054,1.2705882352941131
0.01,0.0542,1.396078431372544
0.01,0.0545,1.286274509803917
0.01,0.0548,1.5529411764705827
0.01,0.055,1.3254901960784267
0.01,0.0553,1.6078431372548962
0.01,0.0555,1.6627450980392098
0.01,0.0558,1.9607843137254832
0.01,0.056,1.3450980392156815
0.01,0.0563,1.3647058823529363
0.01,0.0565,1.3333333333333286
0.01,0.0568,1.521568627450975
0.01,0.057,1.294117647058819
0.01,0.0573,1.992156862745091
0.01,0.0575,1.286274509803917
0.01,0.0578,1.3568627450980344
0.01,0.058,1.3411764705882305
0.01,0.0583,1.2627450980392112
0.01,0.0585,1.4352941176470537
0.01,0.0588,1.3098039215686228
0.01,0.059,1.4274509803921518
0.01,0.0593,1.4509803921568576
0.01,0.0595,1.3333333333333286
0.01,0.0598,1.3098039215686228
0.01,0.06,1.3019607843137209
0.01,0.0602,1.3490196078431325
0.01,0.0605,1.3882352941176421
0.01,0.0607,1.3568627450980344
0.01,0.061,1.2627450980392112
0.01,0.0612,1.2470588235294073
0.01,0.0615,1.286274509803917
0.01,0.0617,1.278431372549015
0.01,0.062,1.3882352941176421
0.01,0.0622,1.278431372549015
0.01,0.0625,1.3098039215686228
0.01,0.0628,1.3411764705882305
0.01,0.063,1.278431372549015
0.01,0.0633,1.3333333333333286
0.01,0.0635,1.4352941176470537
0.01,0.0638,1.2392156862745054
0.01,0.064,1.992156862745091
0.01,0.0643,1.4549019607843086
0.01,0.0645,1.3019607843137209
0.01,0.0648,1.3019607843137209
0.01,0.065,1.3803921568627402
0.01,0.0653,1.870588235294111
0.01,0.0655,1.2627450980392112
0.01,0.0658,1.3176470588235247
0.01,0.066,1.3254901960784267
0.01,0.0663,1.3411764705882305
0.01,0.0665,1.286274509803917
0.01,0.0668,1.2627450980392112
0.01,0.067,1.4509803921568576
0.01,0.0673,1.3098039215686228
0.01,0.0675,2.086274509803914
0.01,0.0678,1.3176470588235247
0.01,0.068,1.4274509803921518
0.01,0.0683,1.4431372549019557
0.01,0.0685,1.411764705882348
0.01,0.0688,1.294117647058819
0.01,0.069,1.3411764705882305
0.01,0.0693,1.3568627450980344
0.01,0.0695,1.3254901960784267
0.01,0.0698,1.3254901960784267
0.0105,0.04,1.415686274509799
0.0105,0.0403,1.3333333333333286
0.0105,0.0405,1.3176470588235247
0.0105,0.0408,1.3882352941176421
0.0105,0.041,1.2039215686274467
0.0105,0.0413,1.2666666666666622
0.0105,0.0415,2.450980392156854
0.0105,0.0418,1.282352941176466
0.0105,0.042,2.5019607843137166
0.0105,0.0423,1.3686274509803873
0.0105,0.0425,1.976470588235287
0.0105,0.0428,1.3607843137254854
0.0105,0.043,1.9215686274509736
0.0105,0.0433,1.8980392156862678
0.0105,0.0435,1.286274509803917
0.0105,0.0438,1.3686274509803873
0.0105,0.044,1.3529411764705834
0.0105,0.0442,1.5019607843137202
0.0105,0.0445,1.5764705882352885
0.0105,0.0447,1.517647058823524
0.0105,0.045,1.415686274509799
0.0105,0.0452,1.3607843137254854
0.0105,0.0455,1.399999999999995
0.0105,0.0457,812.8274509803922
0.0105,0.046,792.1803921568628
0.0105,0.0462,642.2117647058824
0.0105,0.0465,691.2627450980392
0.0105,0.0467,779.7529411764706
0.0105,0.047,826.9647058823529
0.0105,0.0473,736.956862745098
0.0105,0.0475,797.5098039215686
0.0105,0.0478,688.4078431372549
0.0105,0.048,647.5137254901961
0.0105,0.0483,814.4392156862746
0.0105,0.0485,735.9098039215686
0.0105,0.0488,869.3725490196077
0.0105,0.049,743.5333333333333
0.0105,0.0493,734.5137254901961
0.0105,0.0495,842.4666666666667
0.0105,0.0498,724.1176470588235
0.0105,0.05,723.364705882353
0.0105,0.0503,721.0980392156862
0.0105,0.0505,651.7098039215687
0.0105,0.0508,696.2313725490196
0.0105,0.051,579.4
0.0105,0.0513,752.3803921568627
0.0105,0.0515,489.6
0.0105,0.0518,413.64313725490194
0.0105,0.052,1.4784313725490144
0.0105,0.0522,599.6549019607844
0.0105,0.0525,394.2470588235294
0.0105,0.0527,1.3372549019607796
0.0105,0.053,1.3725490196078383
0.0105,0.0532,1.3647058823529363
0.0105,0.0535,1.3882352941176421
0.0105,0.0537,1.4901960784313673
0.0105,0.054,1.4549019607843086
0.0105,0.0542,1.3490196078431325
